"Guild","b1_mean","b1_sd","b1_lo","b1_hi","b1_covered","range_mean","range_lo","range_hi","range_covered","sigma_mean","sigma_lo","sigma_hi","sigma_covered","WAIC_cov","WAIC_null","Delta_WAIC","logCPO"
"Water",-1.61938136626846,0.259825583477989,-2.12863015214742,-1.11013258038949,TRUE,2.95516758067521,1.09142261158438,5.40018101158302,TRUE,0.74064998700809,1.04471173611881,2.32382895488954,TRUE,-101.723364160036,-102.661727659843,-0.938363499806954,50.765567643942
"Water",-1.9614181682431,0.285660522012081,-2.52130250319169,-1.40153383329451,TRUE,4.22504548082455,1.9969266641296,6.99329483379213,TRUE,0.877034418069964,1.41312655630329,2.64448385016663,TRUE,-603.534383401238,-588.009148533116,15.5252348681222,301.548540243774
"Water",-1.32095395910575,0.238022466454163,-1.7874694208673,-0.854438497344199,TRUE,3.30222731870131,1.40197673743829,5.72323640410847,TRUE,0.747950837654862,1.18405098599608,2.39232865721006,TRUE,-103.624371504254,-102.475938324298,1.14843317995656,51.7408253501226
"Water",-1.75060728296494,0.328962461747552,-2.39536186025578,-1.10585270567411,TRUE,5.63351421671875,2.25052888814123,10.1485384025902,FALSE,1.18128064759749,1.50017628568819,3.18567707129743,TRUE,-382.341902155257,-368.92945282823,13.4124493270271,190.954582872367
"Water",-1.80194009615174,0.275082818470458,-2.34109251311961,-1.26278767918388,TRUE,3.37850743510889,1.70849432429961,5.41372423475748,TRUE,0.801026656920654,1.30709384678362,2.32674111898111,TRUE,-398.026631602335,-390.332370460074,7.69426114226144,198.744189171755
"Water",-1.75669567609691,0.242015308766733,-2.23103696498705,-1.28235438720677,TRUE,3.00924420933967,1.42044071033013,5.00234801082168,TRUE,0.758187378939406,1.1918224323825,2.23659294705623,TRUE,-419.62673330273,-404.394619211781,15.2321140909494,209.223550856431
"Water",-1.61927862840116,0.201256208045431,-2.0137335478353,-1.22482370896701,TRUE,3.03962505406755,1.24803377907506,5.32562083771341,TRUE,0.54806836083574,1.11715432196051,2.30773066836523,FALSE,-264.200272193802,-252.601922042153,11.5983501516496,132.048229716037
"Water",-1.41021721712775,0.24878704547553,-1.89783086607992,-0.922603568175582,TRUE,3.08953254677196,1.48712531895199,5.07532849211069,TRUE,0.79046616647284,1.21947747783712,2.25284897232608,TRUE,-178.699720238878,-177.785633635126,0.91408660375248,89.1325464216756
"Water",-1.65912956108404,0.265463778617988,-2.1794290063752,-1.13883011579287,TRUE,5.75138045654496,1.53623698121114,11.8902837214198,TRUE,0.689128416908106,1.23945027379526,3.44822907032288,TRUE,-35.5631071281379,-21.9565964699187,13.6065106582191,17.7732720872526
"Water",-1.77771323398271,0.243603687087799,-2.25516768717596,-1.30025878078946,TRUE,4.3767175919505,1.98408221994326,7.41374191883075,TRUE,0.80524112333369,1.40857453474896,2.7228187451299,TRUE,-1243.49941745639,-1229.91390090574,13.5855165506471,621.414596229406
"Water",-0.942462011936969,0.342071690593121,-1.61291020563021,-0.272013818243723,TRUE,7.18642997731784,2.10718383477352,14.5727937600673,FALSE,1.19960470746246,1.45161421692319,3.81743287564658,TRUE,-29.2736476448211,-29.9023462789685,-0.628698634147419,14.5895235516643
"Water",-1.55201065827042,0.232794207964324,-2.00827892169002,-1.09574239485082,TRUE,2.51028758598757,1.07174239358277,4.3355863385462,TRUE,0.71430067128002,1.03524991841718,2.08220708349247,TRUE,-24.8840123984538,-18.0864276452294,6.79758475322438,12.343402966602
"Water",-1.54482291811712,0.272266619442916,-2.07845568641771,-1.01119014981653,TRUE,3.50889213167918,1.75821673443753,5.64121246566673,TRUE,0.881668022502639,1.32597765231452,2.37512367376243,TRUE,-557.898241387402,-557.600711658033,0.297529729369103,278.370529129692
"Water",-1.41762380055591,0.269848253293228,-1.94651665830168,-0.888730942810141,TRUE,3.597363384582,1.67817730667344,5.96811139446214,TRUE,0.841243350099949,1.29544482965252,2.44297183660847,TRUE,-146.560015077198,-144.940759657656,1.61925541954153,73.1565175767155
